"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-01","1939","01","01","","3.3","","-10.0","","-3.4","","21.4","","0.0","","0.0","","0.3","","0.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-02","1939","01","02","","2.8","","-11.1","","-4.2","","22.2","","0.0","","0.0","","3.0","","3.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-03","1939","01","03","","-7.8","","-15.6","","-11.7","","29.7","","0.0","","0.0","","0.3","","0.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-04","1939","01","04","","1.1","","-16.7","","-7.8","","25.8","","0.0","","0.0","","0.3","","0.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-05","1939","01","05","","6.1","","-9.4","","-1.7","","19.7","","0.0","","1.8","","0.8","","2.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-06","1939","01","06","","2.8","","0.6","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-07","1939","01","07","","5.6","","0.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-08","1939","01","08","","2.8","","-0.6","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-09","1939","01","09","","11.1","","-6.7","","2.2","","15.8","","0.0","","0.8","","0.0","","0.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-10","1939","01","10","","8.9","","1.7","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-11","1939","01","11","","8.9","","-2.8","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-12","1939","01","12","","-1.7","","-6.7","","-4.2","","22.2","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-13","1939","01","13","","-3.9","","-8.3","","-6.1","","24.1","","0.0","","0.0","","3.8","","3.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01-14","1939","01","14","","-4.4","","-12.8","","-8.6","","26.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
